,operator_id,vehicle_id,final_soc,satisfied_passengers,final_node_index,final_time
0,0,0,0.8916956296296294,467,113,0.0
1,0,1,0.7738725925925923,407,229,0.0
2,0,2,0.701218037036967,427,270,1091.1780799999833
3,0,3,1.0,490,270,0.0
4,0,4,0.890053037037037,463,161,30.0
5,0,5,0.691933777777778,410,100,0.0
6,0,6,0.5853608518518584,425,1950,1088.0265600000275
7,0,7,0.7655489629629629,431,229,0.0
8,0,8,0.8168900000000001,463,230,0.0
9,0,9,0.7240697037037038,432,164,0.0
10,0,10,0.9005438518518518,438,237,0.0
11,0,11,0.5474509629629631,410,237,0.0
12,0,12,0.9901197037037037,436,1709,0.0
13,0,13,0.8291902962962961,446,1155,0.0
14,0,14,0.6521279259258945,401,1950,1102.0361600000178
15,0,15,0.8679260000000001,424,137,0.0
16,0,16,0.5566374814814815,366,229,0.0
17,0,17,0.599234148148148,375,141,0.0
18,0,18,0.8122190370370371,376,162,0.0
19,0,19,0.8264125185185184,340,68,0.0
20,0,20,0.8416724444444444,379,2440,0.0
21,0,21,0.6908015555555448,331,1950,1080.6792000000132
22,0,22,0.7199061481481481,346,75,0.0
23,0,23,1.0,375,1725,0.0
24,0,24,0.7516397777777779,329,141,0.0
25,0,25,0.8638651851851852,390,170,0.0
26,0,26,0.5721231851851855,329,239,0.0
27,0,27,0.5841941481481483,375,137,0.0
28,0,28,0.9182104444444444,325,229,0.0
29,0,29,0.9109177037037037,370,170,0.0
30,0,30,0.6223520740740742,256,234,0.0
31,0,31,0.7909208148148148,311,1155,0.0
32,0,32,0.9735252592592593,324,954,0.0
33,0,33,0.9108113333333333,364,234,0.0
34,0,34,0.8262583703703703,332,230,0.0
35,0,35,0.9889703703703704,284,3069,0.0
36,0,36,0.8567305925925928,370,233,0.0
37,0,37,0.6609305925925927,281,116,0.0
38,0,38,1.0,244,270,0.0
39,0,39,0.8834267407407407,341,170,0.0
40,0,40,0.9797395555555557,308,141,0.0
41,0,41,0.9882627407407408,297,1831,0.0
42,0,42,1.0,281,1810,0.0
43,0,43,0.8711346666666666,267,230,0.0
44,0,44,0.9363657777777779,311,137,0.0
45,0,45,0.8145710370370371,155,3872,0.0
46,0,46,0.8829348888888888,301,113,0.0
47,0,47,0.5610022222222223,286,231,0.0
48,0,48,1.0,249,1431,0.0
49,0,49,0.9923748888888889,296,1709,0.0
50,0,50,0.6455574444445245,269,127,1197.552800000005
51,0,51,0.8198365925925923,186,236,0.0
52,0,52,0.9800622962962963,196,954,0.0
53,0,53,0.8570272592592594,218,230,0.0
54,0,54,0.6243923703703703,257,13,0.0
55,0,55,0.5771574814814817,168,625,0.0
56,0,56,1.0,211,1431,0.0
57,0,57,0.9674132592592593,223,42,0.0
58,0,58,0.8048219999999999,130,2622,0.0
59,0,59,1.0,226,1384,0.0
60,0,60,0.7146462962963002,163,2550,0.0
61,0,61,1.0,187,4046,0.0
62,0,62,0.9252277777777779,183,170,0.0
63,0,63,0.6744751111111111,207,236,0.0
64,0,64,0.6047216296296297,218,1901,0.0
65,0,65,1.0,137,1431,0.0
66,0,66,0.7331445953757223,170,170,0.0
67,0,67,0.5177204913294793,170,236,0.0
68,0,68,0.8599283236994215,148,141,0.0
69,0,69,0.5990437283236993,163,170,0.0
70,0,70,0.7530208092485544,157,162,0.0
71,0,71,0.5180179768786117,137,42,0.0
72,0,72,0.6535853757225432,202,229,0.0
73,0,73,0.784111647398844,200,244,0.0
74,0,74,0.7749238150289016,176,163,0.0
75,0,75,0.7152492196531789,161,625,0.0
76,0,76,0.8304542485549126,130,954,0.0
77,0,77,0.9822194797687858,153,170,0.0
78,0,78,0.9956965317919071,88,3069,0.0
79,0,79,0.9339435838150285,203,625,0.0
80,0,80,0.7285104046242771,152,2638,0.0
81,0,81,0.6657542485549124,93,162,0.0
82,0,82,0.8823577456647393,151,1726,0.0
83,0,83,0.9614124566473985,156,236,0.0
84,0,84,0.9999999999999994,193,2827,0.0
85,0,85,0.6526540751445083,109,3379,0.0
86,0,86,0.5114932369942196,174,2622,0.0
87,0,87,0.9999999999999996,163,582,0.0
88,0,88,0.9855798265895949,150,3893,0.0
89,0,89,0.5190791040462424,182,79,0.0
90,0,90,0.7869839017341037,172,1709,0.0
91,0,91,0.5343568786127163,89,1287,0.0
92,0,92,0.6373714739884383,78,162,0.0
93,0,93,0.9628170520231207,131,2440,0.0
94,0,94,0.6906821676300574,171,3559,0.0
95,0,95,0.8733189595375719,123,2061,0.0
96,0,96,0.5419818786127161,215,2440,0.0
97,0,97,0.6308820520231206,146,2187,0.0
98,0,98,0.7024561560693638,124,1330,0.0
99,0,99,0.9154180057803466,84,79,0.0
100,0,100,0.9498365606936411,100,4229,0.0
101,0,101,0.9999999999999996,259,1832,0.0
102,0,102,0.7215750867052022,90,107,0.0
103,0,103,0.8144150867052017,244,2514,0.0
104,0,104,0.5659974566473975,129,243,0.0
105,0,105,0.9314460982658956,70,1807,0.0
106,0,106,0.7540780924855487,50,2638,0.0
107,0,107,0.9999999999999996,128,1795,0.0
108,0,108,0.7665096531791903,102,42,0.0
109,0,109,0.7036566184971095,68,2622,0.0
110,0,110,0.9642100867052018,173,4028,0.0
111,0,111,0.9955723988439302,100,3771,0.0
112,0,112,0.7768667052023118,37,1155,0.0
113,0,113,0.8816372543352597,112,2086,0.0
114,0,114,0.6759829768786116,102,236,0.0
115,0,115,0.9999999999999997,88,3599,0.0
116,0,116,0.9999999999999997,66,1431,0.0
117,0,117,0.5531954624277452,209,3135,0.0
118,0,118,0.7108158670520228,88,2622,0.0
119,0,119,0.6694389017341034,104,158,0.0
120,0,120,0.9999999999999996,39,1810,0.0
121,0,121,0.8305893352601152,84,1726,0.0
122,0,122,0.7160782080924852,52,370,0.0
123,0,123,0.8607314739884389,111,87,0.0
124,0,124,0.9999999999999997,216,1431,0.0
125,0,125,0.509260897230307,0,876,0.0
126,0,126,0.6298870809248553,33,3379,0.0
127,0,127,0.8122716763005774,46,45,0.0
128,0,128,0.8306813005780339,47,229,0.0
129,0,129,0.5521635838150282,42,170,0.0
130,0,130,0.744497803468208,99,1976,0.0
131,0,131,0.9999999999999997,69,3599,0.0
132,0,132,0.6150264161849708,145,3559,0.0
133,0,133,0.8934413529411735,85,3135,0.0
134,0,134,0.8097761960784287,150,1807,0.0
135,0,135,0.8967723725490171,86,2514,0.0
136,0,136,0.6933150736386876,12,239,0.0
137,0,137,0.9245191542142555,0,1134,0.0
138,0,138,0.887349509803919,68,562,0.0
139,0,139,0.7317877121824053,0,1640,0.0
140,0,140,0.9519919774641186,0,820,0.0
141,0,141,0.7236180392156831,141,236,0.0
142,0,142,0.9380265882352915,18,2895,0.0
143,0,143,0.558033419126531,5,2550,0.0
144,0,144,0.7834425490196044,146,1287,0.0
145,0,145,0.7412239411764677,45,2550,0.0
146,0,146,0.9177530392156841,176,116,0.0
147,0,147,0.8802839411764682,146,954,0.0
148,0,148,0.722896372549017,189,236,0.0
149,0,149,0.9999999999999972,96,3599,0.0
150,0,150,0.6446181764705855,137,142,0.0
151,0,151,0.5267632941176444,109,237,0.0
152,0,152,0.606655988683741,0,1113,0.0
153,0,153,0.5682278431372527,112,4229,0.0
154,0,154,0.7762761764705854,145,1330,0.0
155,0,155,0.7868317647058795,115,141,0.0
156,0,156,0.7850871960784289,145,713,0.0
157,0,157,0.8939224313725459,99,3771,0.0
158,0,158,0.6299077647058787,258,238,0.0
159,0,159,0.5014811176470567,77,141,0.0
160,0,160,0.7224030588235263,83,1831,0.0
161,0,161,0.8860494901960756,51,4077,0.0
162,0,162,0.9471822549019581,60,229,0.0
163,0,163,0.7206981176470566,167,161,0.0
164,0,164,0.6824729607843111,113,137,0.0
165,0,165,0.541636941176468,136,1901,0.0
166,0,166,0.5196882745098017,131,370,0.0
167,0,167,0.9999999999999973,192,3599,0.0
168,0,168,0.5320715490196049,175,2033,0.0
169,0,169,0.8794577254901933,65,1709,0.0
170,0,170,0.9988689019607816,135,1272,0.0
171,0,171,0.6470822156862713,84,141,0.0
172,0,172,0.7536035294117618,103,2187,0.0
173,0,173,0.7097982156862715,131,1272,0.0
174,0,174,0.9999999999999973,82,1431,0.0
175,0,175,0.5874055294117618,172,4235,0.0
176,0,176,0.5326277058823503,87,4235,0.0
177,0,177,0.8973414901960759,198,1092,0.0
178,0,178,0.9271642352941151,117,1972,0.0
179,0,179,0.6928429019607815,44,236,0.0
180,0,180,0.7798109411764674,114,410,0.0
181,0,181,0.6052995098039188,199,4077,0.0
182,0,182,0.773329039215684,119,1272,0.0
183,0,183,0.9811746078431348,186,79,0.0
184,0,184,0.5267135908934126,0,580,0.0
185,0,185,0.5862845294117629,128,113,0.0
186,0,186,0.9819943929125026,217,127,4127.286728294159
187,0,187,0.9328887058823504,31,2550,0.0
188,0,188,0.8122391764705855,34,2895,0.0
189,0,189,0.9784906274509778,97,2550,0.0
190,0,190,0.8109773921568607,123,42,0.0
191,0,191,0.6663439411764674,54,4028,0.0
192,0,192,0.7021660980392133,37,1155,0.0
193,0,193,0.704516960784311,201,162,0.0
194,0,194,0.5188447058823498,170,3863,0.0
195,0,195,0.5530057254901931,194,142,0.0
196,0,196,0.5684501358427995,0,1616,0.0
197,0,197,0.9707547450980366,60,1644,0.0
198,0,198,0.6022462352941154,153,1901,0.0
199,0,199,0.6876794313725465,129,1976,0.0
